Year,ZIP_Code,Causes_of_Death,Count,Location 
2001,92354,LIV,1,"(34.052833, -117.251286)"
2001,92356,DIA,1,"(34.44695, -116.918857)"
2001,92356,ALZ,1,"(34.44695, -116.918857)"
2001,92356,LIV,1,"(34.44695, -116.918857)"
2001,92356,SUI,1,"(34.44695, -116.918857)"
2001,92356,HOM,1,"(34.44695, -116.918857)"
2001,92358,STK,1,"(34.255755, -117.518613)"
2001,92358,OTH,1,"(34.255755, -117.518613)"
2001,92365,STK,1,"(34.885001, -116.746373)"
2001,92365,INJ,1,"(34.885001, -116.746373)"
2001,92365,LIV,1,"(34.885001, -116.746373)"
2001,92365,SUI,1,"(34.885001, -116.746373)"
2001,92365,HOM,1,"(34.885001, -116.746373)"
2001,92371,INJ,1,"(34.444901, -117.519604)"
2001,92371,PNF,1,"(34.444901, -117.519604)"
2001,92371,DIA,1,"(34.444901, -117.519604)"
2001,92371,ALZ,1,"(34.444901, -117.519604)"
2001,92371,SUI,1,"(34.444901, -117.519604)"
2001,92371,HOM,1,"(34.444901, -117.519604)"
2001,92372,STK,1,"(34.442937, -117.640262)"
2001,92372,DIA,1,"(34.442937, -117.640262)"
2001,92372,LIV,1,"(34.442937, -117.640262)"
2001,92377,CLD,1,"(34.106389, -117.369444)"
2001,92377,INJ,1,"(34.106389, -117.369444)"
2001,92377,ALZ,1,"(34.106389, -117.369444)"
2001,92377,HOM,1,"(34.106389, -117.369444)"
2001,92382,STK,1,"(34.207778, -117.108333)"
2001,92382,ALZ,1,"(34.207778, -117.108333)"
2001,92382,LIV,1,"(34.207778, -117.108333)"
2001,92386,STK,1,"(34.261111, -116.844167)"
2001,92386,OTH,1,"(34.261111, -116.844167)"
2001,92391,CAN,1,"(34.238889, -117.232778)"
2001,92391,STK,1,"(34.238889, -117.232778)"
2001,92391,CLD,1,"(34.238889, -117.232778)"
2001,92391,SUI,1,"(34.238889, -117.232778)"
2001,92391,HOM,1,"(34.238889, -117.232778)"
2001,92394,PNF,1,"(34.577325, -117.363516)"
2001,92394,DIA,1,"(34.577325, -117.363516)"
2001,92394,LIV,1,"(34.577325, -117.363516)"
2001,92394,SUI,1,"(34.577325, -117.363516)"
2001,92397,CLD,1,"(34.362839, -117.6249)"
2001,92397,DIA,1,"(34.362839, -117.6249)"
2001,92398,INJ,1,"(34.905, -116.819444)"
2001,92401,INJ,1,"(34.110521, -117.289753)"
2001,92401,PNF,1,"(34.110521, -117.289753)"
2001,92401,DIA,1,"(34.110521, -117.289753)"
2001,92405,SUI,1,"(34.144101, -117.310765)"
2001,92406,CAN,1,"(34.1351, -117.2891)"
2001,92406,OTH,1,"(34.1351, -117.2891)"
2001,92408,PNF,1,"(34.083127, -117.271059)"
2001,92408,DIA,1,"(34.083127, -117.271059)"
2001,92408,ALZ,1,"(34.083127, -117.271059)"
2001,92408,SUI,1,"(34.083127, -117.271059)"
2001,92411,PNF,1,"(34.121414, -117.317158)"
2001,92411,LIV,1,"(34.121414, -117.317158)"
2001,92411,HOM,1,"(34.121414, -117.317158)"
2001,92501,LIV,1,"(33.9924, -117.369421)"
2001,92502,HTD,1,"(33.9805, -117.3727)"
2001,92502,CAN,1,"(33.9805, -117.3727)"
2001,92502,INJ,1,"(33.9805, -117.3727)"
2001,92502,ALZ,1,"(33.9805, -117.3727)"
2001,92502,OTH,1,"(33.9805, -117.3727)"
2001,92505,SUI,1,"(33.922769, -117.486687)"
2001,92505,HOM,1,"(33.922769, -117.486687)"
2001,92508,DIA,1,"(33.889676, -117.304264)"
2001,92508,ALZ,1,"(33.889676, -117.304264)"
2001,92508,SUI,1,"(33.889676, -117.304264)"
2001,92508,HOM,1,"(33.889676, -117.304264)"
2001,92518,CLD,1,"(33.895556, -117.276111)"
2001,92532,STK,1,"(33.651662, -117.271278)"
2001,92532,INJ,1,"(33.651662, -117.271278)"
2001,92536,STK,1,"(33.447306, -116.799693)"
2001,92536,PNF,1,"(33.447306, -116.799693)"
2001,92539,ALZ,1,"(33.568812, -116.71355)"
2001,92548,DIA,1,"(33.74528, -117.111845)"
2001,92548,ALZ,1,"(33.74528, -117.111845)"
2001,92549,STK,1,"(33.730433, -116.710665)"
2001,92549,PNF,1,"(33.730433, -116.710665)"
2001,92551,STK,1,"(33.8858, -117.2211)"
2001,92555,DIA,1,"(33.937659, -117.185105)"
2001,92555,HOM,1,"(33.937659, -117.185105)"
2001,92561,PNF,1,"(33.531667, -116.581954)"
2001,92561,ALZ,1,"(33.531667, -116.581954)"
2001,92561,SUI,1,"(33.531667, -116.581954)"
2001,92562,PNF,1,"(33.563071, -117.273838)"
2001,92564,HTD,1,"(33.553889, -117.213056)"
2001,92564,CAN,1,"(33.553889, -117.213056)"
2001,92564,STK,1,"(33.553889, -117.213056)"
2001,92564,CLD,1,"(33.553889, -117.213056)"
2001,92564,OTH,1,"(33.553889, -117.213056)"
2001,92567,DIA,1,"(33.807712, -117.118704)"
2001,92567,HOM,1,"(33.807712, -117.118704)"
2001,92581,ALZ,1,"(33.783889, -116.957778)"
2001,92582,PNF,1,"(33.788281, -116.981911)"
2001,92582,SUI,1,"(33.788281, -116.981911)"
2001,92583,DIA,1,"(33.78604, -116.955201)"
2001,92584,PNF,1,"(33.664744, -117.1743)"
2002,92584,SUI,1,"(33.664744, -117.1743)"
2002,92584,HOM,1,"(33.664744, -117.1743)"
2002,92585,INJ,1,"(33.744518, -117.171899)"
2002,92585,LIV,1,"(33.744518, -117.171899)"
2002,92585,HOM,1,"(33.744518, -117.171899)"
2002,92586,HOM,1,"(33.704373, -117.196942)"
2002,92587,INJ,1,"(33.688756, -117.252653)"
2002,92587,ALZ,1,"(33.688756, -117.252653)"
2002,92587,SUI,1,"(33.688756, -117.252653)"
2002,92590,STK,1,"(33.490269, -117.182437)"
2002,92590,ALZ,1,"(33.490269, -117.182437)"
2002,92590,SUI,1,"(33.490269, -117.182437)"
2002,92591,PNF,1,"(33.521687, -117.128571)"
2002,92591,DIA,1,"(33.521687, -117.128571)"
2002,92591,ALZ,1,"(33.521687, -117.128571)"
2002,92592,SUI,1,"(33.498314, -117.095774)"
2002,92595,LIV,1,"(33.602115, -117.263953)"
2002,92595,SUI,1,"(33.602115, -117.263953)"
2002,92596,STK,1,"(33.624269, -117.088518)"
2002,92596,INJ,1,"(33.624269, -117.088518)"
2002,92596,PNF,1,"(33.624269, -117.088518)"
2002,92596,LIV,1,"(33.624269, -117.088518)"
2002,92596,SUI,1,"(33.624269, -117.088518)"
2002,92604,ALZ,1,"(33.6882, -117.7888)"
2002,92604,LIV,1,"(33.6882, -117.7888)"
2002,92606,STK,1,"(33.6984, -117.807)"
2002,92606,CLD,1,"(33.6984, -117.807)"
2002,92606,PNF,1,"(33.6984, -117.807)"
2002,92606,ALZ,1,"(33.6984, -117.807)"
2002,92606,LIV,1,"(33.6984, -117.807)"
2002,92606,SUI,1,"(33.6984, -117.807)"
2002,92610,CLD,1,"(33.666822, -117.664995)"
2002,92610,LIV,1,"(33.666822, -117.664995)"
2002,92612,DIA,1,"(33.6611, -117.8271)"
2002,92612,LIV,1,"(33.6611, -117.8271)"
2002,92614,INJ,1,"(33.6791, -117.8285)"
2002,92614,SUI,1,"(33.6791, -117.8285)"
2002,92618,HTD,1,"(33.6671, -117.7415)"
2002,92618,CAN,1,"(33.6671, -117.7415)"
2002,92618,INJ,1,"(33.6671, -117.7415)"
2002,92618,ALZ,1,"(33.6671, -117.7415)"
2002,92618,OTH,1,"(33.6671, -117.7415)"
2002,92620,DIA,1,"(33.7113, -117.762)"
2002,92620,ALZ,1,"(33.7113, -117.762)"
2002,92624,DIA,1,"(33.459115, -117.662657)"
2002,92624,LIV,1,"(33.459115, -117.662657)"
2002,92624,HOM,1,"(33.459115, -117.662657)"
2002,92625,LIV,1,"(33.602066, -117.874331)"
2002,92626,ALZ,1,"(33.677711, -117.909623)"
2002,92626,HOM,1,"(33.677711, -117.909623)"
2002,92627,LIV,1,"(33.647793, -117.917667)"
2002,92629,ALZ,1,"(33.476964, -117.700483)"
2002,92629,HOM,1,"(33.476964, -117.700483)"
2002,92630,LIV,1,"(33.640015, -117.68819)"
2002,92649,ALZ,1,"(33.719111, -118.045142)"
2002,92649,SUI,1,"(33.719111, -118.045142)"
2002,92655,ALZ,1,"(33.744794, -117.983539)"
2002,92655,LIV,1,"(33.744794, -117.983539)"
2002,92656,DIA,1,"(33.572367, -117.708906)"
2002,92657,STK,1,"(33.596382, -117.855317)"
2002,92657,INJ,1,"(33.596382, -117.855317)"
2002,92657,PNF,1,"(33.596382, -117.855317)"
2002,92657,DIA,1,"(33.596382, -117.855317)"
2002,92661,INJ,1,"(33.604429, -117.906237)"
2002,92661,SUI,1,"(33.604429, -117.906237)"
2002,92662,STK,1,"(33.606459, -117.891732)"
2002,92662,INJ,1,"(33.606459, -117.891732)"
2002,92662,PNF,1,"(33.606459, -117.891732)"
2002,92662,ALZ,1,"(33.606459, -117.891732)"
2002,92662,LIV,1,"(33.606459, -117.891732)"
2002,92662,SUI,1,"(33.606459, -117.891732)"
2002,92676,CAN,1,"(33.746111, -117.636111)"
2002,92676,INJ,1,"(33.746111, -117.636111)"
2002,92676,PNF,1,"(33.746111, -117.636111)"
2002,92676,DIA,1,"(33.746111, -117.636111)"
2002,92676,OTH,1,"(33.746111, -117.636111)"
2002,92678,CAN,1,"(33.663889, -117.589444)"
2002,92678,OTH,1,"(33.663889, -117.589444)"
2002,92679,DIA,1,"(33.634576, -117.577709)"
2002,92679,LIV,1,"(33.634576, -117.577709)"
2002,92679,SUI,1,"(33.634576, -117.577709)"
2002,92688,LIV,1,"(33.651822, -117.588388)"
2002,92691,LIV,1,"(33.617155, -117.664119)"
2002,92691,SUI,1,"(33.617155, -117.664119)"
2002,92691,HOM,1,"(33.617155, -117.664119)"
2002,92692,HOM,1,"(33.610872, -117.64245)"
2002,92702,STK,1,"(33.75, -117.8665)"
2002,92704,SUI,1,"(33.726513, -117.904683)"
2002,92705,HOM,1,"(33.74866, -117.768902)"
2002,92706,SUI,1,"(33.764434, -117.881791)"
2002,92707,LIV,1,"(33.715938, -117.870346)"
2002,92782,INJ,1,"(33.7334, -117.7905)"
2002,92782,SUI,1,"(33.7334, -117.7905)"
2002,92802,SUI,1,"(33.806909, -117.92219)"
2002,92802,HOM,1,"(33.806909, -117.92219)"
2002,92803,CLD,1,"(33.8415, -117.9364)"
2002,92806,ALZ,1,"(33.837344, -117.875928)"
2002,92806,HOM,1,"(33.837344, -117.875928)"
2002,92807,DIA,1,"(33.851583, -117.787657)"
2002,92807,SUI,1,"(33.851583, -117.787657)"
2002,92808,INJ,1,"(33.857569, -117.748445)"
2002,92808,PNF,1,"(33.857569, -117.748445)"
2002,92808,DIA,1,"(33.857569, -117.748445)"
2002,92808,LIV,1,"(33.857569, -117.748445)"
2002,92808,SUI,1,"(33.857569, -117.748445)"
2002,92823,STK,1,"(33.9251, -117.8241)"
2002,92823,OTH,1,"(33.9251, -117.8241)"
2002,92832,HOM,1,"(33.8685, -117.9294)"
2002,92833,HOM,1,"(33.8778, -117.9621)"
2002,92835,LIV,1,"(33.9022, -117.9065)"
2002,92844,DIA,1,"(33.7662, -117.9717)"
2002,92845,ALZ,1,"(33.7828, -118.0266)"
2002,92845,LIV,1,"(33.7828, -118.0266)"
2002,92860,STK,1,"(33.94, -117.553333)"
2002,92860,CLD,1,"(33.94, -117.553333)"
2002,92860,ALZ,1,"(33.94, -117.553333)"
2002,92860,LIV,1,"(33.94, -117.553333)"
2002,92861,CLD,1,"(33.8165, -117.8112)"
2002,92861,PNF,1,"(33.8165, -117.8112)"
2002,92861,DIA,1,"(33.8165, -117.8112)"
2002,92861,LIV,1,"(33.8165, -117.8112)"
2002,92865,INJ,1,"(33.8299, -117.8468)"
2002,92865,SUI,1,"(33.8299, -117.8468)"
2002,92866,DIA,1,"(33.7831, -117.8435)"
2002,92866,LIV,1,"(33.7831, -117.8435)"
2002,92866,SUI,1,"(33.7831, -117.8435)"
2002,92867,SUI,1,"(33.814, -117.8252)"
2002,92867,HOM,1,"(33.814, -117.8252)"
2002,92868,LIV,1,"(33.7861, -117.8799)"
2002,92868,HOM,1,"(33.7861, -117.8799)"
2002,92869,LIV,1,"(33.7936, -117.7932)"
2002,92869,SUI,1,"(33.7936, -117.7932)"
2002,92880,CLD,1,"(33.9241, -117.5963)"
2002,92880,INJ,1,"(33.9241, -117.5963)"
2002,92880,DIA,1,"(33.9241, -117.5963)"
2002,92880,SUI,1,"(33.9241, -117.5963)"
2002,92881,PNF,1,"(33.8382, -117.5382)"
2002,92881,ALZ,1,"(33.8382, -117.5382)"
2002,92881,LIV,1,"(33.8382, -117.5382)"
2002,92882,INJ,1,"(33.8643, -117.5942)"
2002,92882,ALZ,1,"(33.8643, -117.5942)"
2002,92882,LIV,1,"(33.8643, -117.5942)"
2002,92882,SUI,1,"(33.8643, -117.5942)"
2002,92883,PNF,1,"(33.771, -117.4823)"
2002,92883,SUI,1,"(33.771, -117.4823)"
2002,92886,HOM,1,"(33.889, -117.8024)"
2002,92887,PNF,1,"(33.8801, -117.7466)"
2002,92887,ALZ,1,"(33.8801, -117.7466)"
2002,93003,LIV,1,"(34.270568, -119.2214)"
2002,93003,HOM,1,"(34.270568, -119.2214)"
2002,93004,LIV,1,"(34.278091, -119.168727)"
2002,93012,LIV,1,"(34.22179, -118.986648)"
2002,93012,SUI,1,"(34.22179, -118.986648)"
2002,93013,HOM,1,"(34.403589, -119.518257)"
2002,93015,SUI,1,"(34.402557, -118.904071)"
2002,93021,LIV,1,"(34.278421, -118.877139)"
2002,93021,HOM,1,"(34.278421, -118.877139)"
2002,93022,CLD,1,"(34.402021, -119.298168)"
2002,93022,INJ,1,"(34.402021, -119.298168)"
2002,93022,DIA,1,"(34.402021, -119.298168)"
2002,93022,LIV,1,"(34.402021, -119.298168)"
2002,93040,CAN,1,"(34.415278, -118.793056)"
2002,93040,PNF,1,"(34.415278, -118.793056)"
2002,93040,DIA,1,"(34.415278, -118.793056)"
2002,93040,LIV,1,"(34.415278, -118.793056)"
2002,93041,ALZ,1,"(34.162572, -119.197317)"
2002,93041,HOM,1,"(34.162572, -119.197317)"
2002,93060,HOM,1,"(34.354718, -119.071328)"
2002,93063,ALZ,1,"(34.279202, -118.699229)"
2002,93063,HOM,1,"(34.279202, -118.699229)"
2002,93065,HOM,1,"(34.265589, -118.765349)"
2002,93066,CLD,1,"(34.279753, -119.011537)"
2002,93066,INJ,1,"(34.279753, -119.011537)"
2002,93066,SUI,1,"(34.279753, -119.011537)"
2002,93067,HTD,1,"(34.424541, -119.596016)"
2002,93067,PNF,1,"(34.424541, -119.596016)"
2002,93103,SUI,1,"(34.429065, -119.683275)"
2002,93103,HOM,1,"(34.429065, -119.683275)"
2002,93105,DIA,1,"(34.436915, -119.728538)"
2002,93108,SUI,1,"(34.434258, -119.64255)"
2002,93109,DIA,1,"(34.403848, -119.7194)"
2002,93109,ALZ,1,"(34.403848, -119.7194)"
2002,93110,LIV,1,"(34.441814, -119.764668)"
2002,93110,SUI,1,"(34.441814, -119.764668)"
2002,93117,LIV,1,"(34.429631, -119.861245)"
2002,93201,CAN,1,"(35.887778, -119.486389)"
2002,93202,CAN,1,"(36.309459, -119.705279)"
2002,93202,DIA,1,"(36.309459, -119.705279)"
2002,93203,DIA,1,"(35.196629, -118.8336)"
2002,93203,LIV,1,"(35.196629, -118.8336)"
2002,93204,CLD,1,"(35.987667, -120.122716)"
2002,93204,OTH,1,"(35.987667, -120.122716)"
2002,93205,PNF,1,"(35.587046, -118.484656)"
2002,93205,OTH,1,"(35.587046, -118.484656)"
2002,93206,DIA,1,"(35.403268, -119.465926)"
2002,93207,CLD,1,"(35.892422, -118.646317)"
2002,93207,LIV,1,"(35.892422, -118.646317)"
2002,93207,OTH,1,"(35.892422, -118.646317)"
2002,93210,PNF,1,"(36.162435, -120.348928)"
2002,93210,HOM,1,"(36.162435, -120.348928)"
2002,93212,PNF,1,"(36.086455, -119.560665)"
2002,93212,ALZ,1,"(36.086455, -119.560665)"
2002,93212,HOM,1,"(36.086455, -119.560665)"
2002,93215,SUI,1,"(35.771511, -119.24594)"
2002,93219,CLD,1,"(35.854195, -119.253406)"
2002,93219,ALZ,1,"(35.854195, -119.253406)"
2002,93219,LIV,1,"(35.854195, -119.253406)"
2002,93221,ALZ,1,"(36.304055, -119.12928)"
2002,93222,STK,1,"(34.822778, -118.943889)"
2002,93223,STK,1,"(36.300169, -119.205357)"
2002,93223,HOM,1,"(36.300169, -119.205357)"
2002,93224,PNF,1,"(35.202579, -119.564757)"
2002,93227,HTD,1,"(36.351111, -119.419167)"
2002,93227,CLD,1,"(36.351111, -119.419167)"
2002,93227,LIV,1,"(36.351111, -119.419167)"
2002,93234,CAN,1,"(36.237144, -120.101964)"
2002,93234,DIA,1,"(36.237144, -120.101964)"
2002,93234,LIV,1,"(36.237144, -120.101964)"
2002,93235,CAN,1,"(36.385622, -119.218884)"
2002,93235,STK,1,"(36.385622, -119.218884)"
2002,93235,INJ,1,"(36.385622, -119.218884)"
2002,93235,PNF,1,"(36.385622, -119.218884)"
2002,93235,DIA,1,"(36.385622, -119.218884)"
2002,93235,LIV,1,"(36.385622, -119.218884)"
2002,93238,PNF,1,"(35.755005, -118.404723)"
2002,93238,DIA,1,"(35.755005, -118.404723)"
2002,93240,ALZ,1,"(35.617889, -118.441256)"
2002,93240,SUI,1,"(35.617889, -118.441256)"
2002,93241,DIA,1,"(35.257059, -118.912419)"
2002,93242,CLD,1,"(36.437834, -119.715565)"
2002,93242,DIA,1,"(36.437834, -119.715565)"
2002,93243,CLD,1,"(34.828862, -118.879126)"
2002,93243,PNF,1,"(34.828862, -118.879126)"
2002,93243,SUI,1,"(34.828862, -118.879126)"
2002,93245,DIA,1,"(36.309535, -119.831017)"
2002,93245,ALZ,1,"(36.309535, -119.831017)"
2002,93245,HOM,1,"(36.309535, -119.831017)"
2002,93247,LIV,1,"(36.209551, -119.088427)"
2002,93249,HTD,1,"(35.613111, -119.721573)"
2002,93249,INJ,1,"(35.613111, -119.721573)"
2002,93249,HOM,1,"(35.613111, -119.721573)"
2002,93250,STK,1,"(35.675779, -119.227156)"
2002,93250,PNF,1,"(35.675779, -119.227156)"
2002,93250,DIA,1,"(35.675779, -119.227156)"
2002,93250,ALZ,1,"(35.675779, -119.227156)"
2002,93252,DIA,1,"(35.038353, -119.407661)"
2002,93255,STK,1,"(35.713584, -118.190227)"
2002,93255,CLD,1,"(35.713584, -118.190227)"
2002,93255,PNF,1,"(35.713584, -118.190227)"
2002,93255,OTH,1,"(35.713584, -118.190227)"
2002,93258,HTD,1,"(36.065278, -119.015833)"
2002,93258,STK,1,"(36.065278, -119.015833)"
2002,93258,INJ,1,"(36.065278, -119.015833)"
2002,93261,CLD,1,"(35.796667, -119.106944)"
2002,93261,OTH,1,"(35.796667, -119.106944)"
2002,93263,LIV,1,"(35.496994, -119.280075)"
2002,93263,HOM,1,"(35.496994, -119.280075)"
2002,93265,ALZ,1,"(36.136314, -118.796059)"
2002,93265,HOM,1,"(36.136314, -118.796059)"
2002,93267,DIA,1,"(36.147237, -119.079163)"
2002,93267,SUI,1,"(36.147237, -119.079163)"
2002,93270,STK,1,"(35.95698, -119.031239)"
2002,93271,PNF,1,"(36.437686, -118.88754)"
2002,93272,ALZ,1,"(36.054567, -119.30781)"
2002,93272,LIV,1,"(36.054567, -119.30781)"
2002,93272,HOM,1,"(36.054567, -119.30781)"
2002,93277,ALZ,1,"(36.311379, -119.306471)"
2002,93277,HOM,1,"(36.311379, -119.306471)"
2002,93280,SUI,1,"(35.593375, -119.344728)"
2002,93283,PNF,1,"(35.639076, -118.285856)"
2002,93283,SUI,1,"(35.639076, -118.285856)"
2002,93285,LIV,1,"(35.724556, -118.455877)"
2002,93285,HOM,1,"(35.724556, -118.455877)"
2002,93286,LIV,1,"(36.431334, -119.091764)"
2002,93286,SUI,1,"(36.431334, -119.091764)"
2002,93291,ALZ,1,"(36.355108, -119.301029)"
2002,93301,LIV,1,"(35.386611, -119.017063)"
2002,93306,ALZ,1,"(35.386697, -118.939104)"
2002,93312,PNF,1,"(35.382082, -119.15014)"
2002,93312,ALZ,1,"(35.382082, -119.15014)"
2002,93312,SUI,1,"(35.382082, -119.15014)"
2002,93313,DIA,1,"(35.297391, -119.050936)"
2002,93313,LIV,1,"(35.297391, -119.050936)"
2002,93313,SUI,1,"(35.297391, -119.050936)"
2002,93401,HOM,1,"(35.263453, -120.650933)"
2002,93409,CLD,1,"(35.221, -120.6364)"
2002,93420,ALZ,1,"(35.11449, -120.57289)"
2002,93424,CLD,1,"(35.18, -120.730833)"
2002,93424,INJ,1,"(35.18, -120.730833)"
2002,93426,INJ,1,"(35.809255, -120.972793)"
2002,93426,SUI,1,"(35.809255, -120.972793)"
2002,93427,DIA,1,"(34.62093, -120.192233)"
2002,93427,LIV,1,"(34.62093, -120.192233)"
2002,93427,SUI,1,"(34.62093, -120.192233)"
2002,93428,PNF,1,"(35.556568, -121.084029)"
2002,93428,LIV,1,"(35.556568, -121.084029)"
2002,93430,DIA,1,"(35.444606, -120.890791)"
2003,93430,ALZ,1,"(35.444606, -120.890791)"
2003,93432,HTD,1,"(35.491543, -120.554238)"
2003,93432,CAN,1,"(35.491543, -120.554238)"
2003,93432,CLD,1,"(35.491543, -120.554238)"
2003,93433,DIA,1,"(35.120969, -120.617348)"
2003,93433,SUI,1,"(35.120969, -120.617348)"
2003,93436,HOM,1,"(34.658349, -120.450605)"
2003,93440,HTD,1,"(34.744444, -120.277222)"
2003,93440,INJ,1,"(34.744444, -120.277222)"
2003,93440,LIV,1,"(34.744444, -120.277222)"
2003,93440,OTH,1,"(34.744444, -120.277222)"
2003,93442,SUI,1,"(35.37953, -120.844745)"
2003,93444,CLD,1,"(35.029806, -120.489413)"
2003,93444,INJ,1,"(35.029806, -120.489413)"
2003,93444,ALZ,1,"(35.029806, -120.489413)"
2003,93444,HOM,1,"(35.029806, -120.489413)"
2003,93445,DIA,1,"(35.10187, -120.608044)"
2003,93446,HOM,1,"(35.635248, -120.670676)"
2003,93449,DIA,1,"(35.149212, -120.651788)"
2003,93451,STK,1,"(35.753209, -120.696532)"
2003,93451,INJ,1,"(35.753209, -120.696532)"
2003,93451,ALZ,1,"(35.753209, -120.696532)"
2003,93451,OTH,1,"(35.753209, -120.696532)"
2003,93453,PNF,1,"(35.341254, -120.3202)"
2003,93453,SUI,1,"(35.341254, -120.3202)"
2003,93454,HOM,1,"(34.954538, -120.43245)"
2003,93455,HOM,1,"(34.879786, -120.429128)"
2003,93460,INJ,1,"(34.623966, -120.071332)"
2003,93460,PNF,1,"(34.623966, -120.071332)"
2003,93460,LIV,1,"(34.623966, -120.071332)"
2003,93463,INJ,1,"(34.609931, -120.129286)"
2003,93464,STK,1,"(34.595833, -120.136667)"
2003,93501,INJ,1,"(35.047767, -118.173475)"
2003,93501,PNF,1,"(35.047767, -118.173475)"
2003,93501,ALZ,1,"(35.047767, -118.173475)"
2003,93501,OTH,1,"(35.047767, -118.173475)"
2003,93505,HOM,1,"(35.127783, -117.965142)"
2003,93510,STK,1,"(34.483541, -118.195929)"
2003,93510,CLD,1,"(34.483541, -118.195929)"
2003,93510,INJ,1,"(34.483541, -118.195929)"
2003,93513,CLD,1,"(37.167857, -118.291597)"
2003,93513,LIV,1,"(37.167857, -118.291597)"
2003,93513,OTH,1,"(37.167857, -118.291597)"
2003,93514,INJ,1,"(37.386301, -118.44156)"
2003,93516,STK,1,"(35.003748, -117.662921)"
2003,93516,PNF,1,"(35.003748, -117.662921)"
2003,93516,DIA,1,"(35.003748, -117.662921)"
2003,93516,SUI,1,"(35.003748, -117.662921)"
2003,93518,STK,1,"(35.356798, -118.410264)"
2003,93518,INJ,1,"(35.356798, -118.410264)"
2003,93518,SUI,1,"(35.356798, -118.410264)"
2003,93523,CLD,1,"(34.930507, -117.915384)"
2003,93523,INJ,1,"(34.930507, -117.915384)"
2003,93523,PNF,1,"(34.930507, -117.915384)"
2003,93523,DIA,1,"(34.930507, -117.915384)"
2003,93523,OTH,1,"(34.930507, -117.915384)"
2003,93526,INJ,1,"(36.839578, -118.204808)"
2003,93526,PNF,1,"(36.839578, -118.204808)"
2003,93526,DIA,1,"(36.839578, -118.204808)"
2003,93526,OTH,1,"(36.839578, -118.204808)"
2003,93529,CAN,1,"(37.777324, -119.082492)"
2003,93529,CLD,1,"(37.777324, -119.082492)"
2003,93529,LIV,1,"(37.777324, -119.082492)"
2003,93532,CLD,1,"(34.668297, -118.444719)"
2003,93536,HOM,1,"(34.673619, -118.213336)"
2003,93543,DIA,1,"(34.547372, -117.957405)"
2003,93543,HOM,1,"(34.547372, -117.957405)"
2003,93544,STK,1,"(34.495914, -117.798841)"
2003,93544,CLD,1,"(34.495914, -117.798841)"
2003,93544,INJ,1,"(34.495914, -117.798841)"
2003,93544,PNF,1,"(34.495914, -117.798841)"
2003,93544,LIV,1,"(34.495914, -117.798841)"
2003,93544,SUI,1,"(34.495914, -117.798841)"
2003,93544,OTH,1,"(34.495914, -117.798841)"
2003,93545,LIV,1,"(36.579781, -118.057824)"
2003,93546,HTD,1,"(37.642361, -118.976383)"
2003,93546,INJ,1,"(37.642361, -118.976383)"
2003,93546,OTH,1,"(37.642361, -118.976383)"
2003,93549,CAN,1,"(36.320833, -118.025556)"
2003,93549,OTH,1,"(36.320833, -118.025556)"
2003,93550,ALZ,1,"(34.571483, -118.061306)"
2003,93551,ALZ,1,"(34.601404, -118.181207)"
2003,93552,PNF,1,"(34.5636, -118.0349)"
2003,93552,ALZ,1,"(34.5636, -118.0349)"
2003,93552,LIV,1,"(34.5636, -118.0349)"
2003,93552,SUI,1,"(34.5636, -118.0349)"
2003,93552,HOM,1,"(34.5636, -118.0349)"
2003,93553,CLD,1,"(34.491124, -117.902893)"
2003,93553,INJ,1,"(34.491124, -117.902893)"
2003,93553,ALZ,1,"(34.491124, -117.902893)"
2003,93555,LIV,1,"(35.631376, -117.679733)"
2003,93555,HOM,1,"(35.631376, -117.679733)"
2003,93560,PNF,1,"(34.863117, -118.19636)"
2003,93560,DIA,1,"(34.863117, -118.19636)"
2003,93561,ALZ,1,"(35.129776, -118.522227)"
2003,93561,LIV,1,"(35.129776, -118.522227)"
2003,93562,STK,1,"(35.760817, -117.382992)"
2003,93591,STK,1,"(34.6042, -117.8506)"
2003,93591,LIV,1,"(34.6042, -117.8506)"
2003,93601,CLD,1,"(37.407631, -119.723251)"
2003,93601,PNF,1,"(37.407631, -119.723251)"
2003,93601,SUI,1,"(37.407631, -119.723251)"
2003,93602,DIA,1,"(37.072635, -119.457202)"
2003,93604,DIA,1,"(37.324359, -119.556839)"
2003,93604,LIV,1,"(37.324359, -119.556839)"
2003,93606,STK,1,"(36.802222, -120.015278)"
2003,93606,INJ,1,"(36.802222, -120.015278)"
2003,93606,DIA,1,"(36.802222, -120.015278)"
2003,93606,OTH,1,"(36.802222, -120.015278)"
2003,93608,PNF,1,"(36.492123, -120.335252)"
2003,93609,LIV,1,"(36.535847, -119.844581)"
2003,93611,SUI,1,"(36.8243, -119.6824)"
2003,93611,HOM,1,"(36.8243, -119.6824)"
2003,93614,INJ,1,"(37.221378, -119.745545)"
2003,93614,PNF,1,"(37.221378, -119.745545)"
2003,93614,ALZ,1,"(37.221378, -119.745545)"
2003,93614,LIV,1,"(37.221378, -119.745545)"
2003,93614,SUI,1,"(37.221378, -119.745545)"
2003,93615,DIA,1,"(36.524266, -119.287023)"
2003,93615,LIV,1,"(36.524266, -119.287023)"
2003,93615,HOM,1,"(36.524266, -119.287023)"
2003,93621,CAN,1,"(36.744635, -119.089931)"
2003,93622,ALZ,1,"(36.8651, -120.470048)"
